pass	file	line	func	callee	literal	snippet
B	src/frontend/numparam/xpressn.c	1552	earch_isolated_identifier	strstr		strstr(str, identifier)
B	src/frontend/options.c	61	cp_enqvar	eq		eq(vv->va_name, word)
B	src/frontend/options.c	104	cp_enqvar	eq		eq(vv->va_name, word)
B	src/frontend/options.c	416	p_usrset	eq		eq(tv->va_name, var->va_name)
B	src/frontend/outitf.c	875	UTattributes	strcmp		strcmp(varName, run->data[i].name)
B	src/frontend/outitf.c	883	UTattributes	strcmp		strcmp(varName, d->v_name)
B	src/frontend/outitf.c	1358	ame_eq	strcmp		strcmp(n1, n2)
B	src/frontend/parse.c	479	PP_mkfnode	eq		eq(f->fu_name, buf)
B	src/frontend/parser/complete.c	166	etccom	eq		eq(first, al->al_name)
B	src/frontend/parser/complete.c	201	cfilec	prefix		prefix(buf, pw->pw_name)
B	src/frontend/parser/complete.c	221	cfilec	prefix		prefix(lcomp, de->d_name)
B	src/frontend/parser/unixcom.c	171	p_unixcom	eq		eq(name, hh->h_name)
B	src/frontend/plotting/graf.c	1371	gr_iplot	strcmp		strcmp(dc->db_nodename1, dd->db_nodename1)
B	src/frontend/plotting/plotit.c	1154	plotit	strcmp		strcmp(ft_curckt->ci_name, plot_cur->pl_title)
B	src/frontend/plotting/x11.c	1092	oomin	eq		eq(plot_cur->pl_typename, buf2)
B	src/frontend/postcoms.c	1047	com_destroy	eq		eq(pl->pl_typename, wl->wl_word)
B	src/frontend/spiceif.c	484	f_option	eq		eq(name, *vv)
B	src/frontend/spiceif.c	489	f_option	eq		eq(name, *vv)
B	src/frontend/spiceif.c	1115	armlookup	eq		eq(dev->modelParms[i].keyword, param)
B	src/frontend/spiceif.c	1812	t_find_analysis	strcmp		strcmp(ft_sim->analyses[j]->name, name)
B	src/frontend/spiceif.c	1823	t_find_analysis_parm	strcmp		strcmp(ft_sim->analyses[which]->analysisParms[i].keyword, name)
B	src/frontend/subckt.c	604	oit	eq		eq(sss->su_name, s)
B	src/frontend/subckt.c	1610	ettrans	eq		eq(table[i].t_new, subname)
B	src/frontend/typesdef.c	303	t_typenum_x	eq		eq(type, types[i].t_name)
B	src/frontend/udevices.c	262	add_name_entry	eq		eq(x->name, name)
B	src/frontend/udevices.c	280	find_name_entry	eq		eq(x->name, name)
B	src/frontend/udevices.c	1142	find_tmodel_in_xlator	eq		eq(x1->tmodel, x->tmodel)
B	src/frontend/udevices.c	1142	find_tmodel_in_xlator	eq		eq(x1->utype, x->utype)
B	src/frontend/udevices.c	1143	find_tmodel_in_xlator	eq		eq(x1->xspice, x->xspice)
B	src/frontend/udevices.c	2392	gen_compound_instance	eq		eq(inarr[k], logic_val)
B	src/frontend/udevices.c	2830	extract_model_param	strstr		strstr(rem, param_name)
B	src/frontend/udevices.c	2937	estimate_typ	eq		eq(unitsmin, unitsmax)
B	src/frontend/udevices.c	3031	select_delay	eq		eq(units1, units2)
B	src/frontend/udevices.c	4398	subcircuit_has_no_optional	strstr		strstr(str, x->name)
B	src/frontend/udevices.c	4403	subcircuit_has_no_optional	eq		eq(tok, x->name)
B	src/frontend/variable.c	100	cp_vset	eq		eq(copyvarname, v->va_name)
B	src/frontend/variable.c	207	cp_vset	eq		eq(copyvarname, u->va_name)
B	src/frontend/variable.c	459	cp_setparse	eq		eq(val, copyval)
B	src/frontend/variable.c	483	cp_setparse	eq		eq(wl->wl_word, copyval)
B	src/frontend/variable.c	526	cp_setparse	eq		eq(val, copyval)
B	src/frontend/variable.c	586	cp_remvar	eq		eq((*p)->va_name, varname)
B	src/frontend/variable.c	593	cp_remvar	eq		eq((*p)->va_name, varname)
B	src/frontend/variable.c	601	cp_remvar	eq		eq((*p)->va_name, varname)
B	src/frontend/variable.c	609	cp_remvar	eq		eq((*p)->va_name, varname)
B	src/frontend/variable.c	654	cp_remvar	eq		eq(varname, (*p)->va_name)
B	src/frontend/variable.c	695	p_getvar	eq		eq(name, v->va_name)
B	src/frontend/variable.c	700	p_getvar	eq		eq(name, v->va_name)
B	src/frontend/variable.c	705	p_getvar	eq		eq(name, v->va_name)
B	src/frontend/variable.c	710	p_getvar	eq		eq(name, v->va_name)
B	src/frontend/variable.c	950	vareval	eq		eq(v->va_name, string)
B	src/frontend/variable.c	966	vareval	eq		eq(v->va_name, string)
B	src/frontend/variable.c	1006	vareval	eq		eq(v->va_name, string)
B	src/frontend/variable.c	1097	vcmp	strcmp		strcmp(v1->x_v->va_name, v2->x_v->va_name)
B	src/frontend/variable.c	1162	cp_vprint	eq		eq(vars[j].x_v->va_name, vars[j-1].x_v->va_name)
B	src/frontend/wdisp/windisp.c	622	PlotWindowProc	eq		eq(plot_cur->pl_typename, buf2)
B	src/spicelib/parser/inpaname.c	55	NPaName	strcmp		strcmp(parm, sim->devices[*dev]->instanceParms[i].keyword)
B	src/spicelib/parser/inpdpar.c	30	ind_instance_parameter	strcmp		strcmp(name, p->keyword)
B	src/spicelib/parser/inpgmod.c	52	ind_model_parameter	strcmp		strcmp(name, p->keyword)
B	src/spicelib/parser/inpgmod.c	66	ind_instance_parameter	strcmp		strcmp(name, p->keyword)
B	src/spicelib/parser/inpgmod.c	224	arse_line	strcmp		strcmp(tokens[i], token)
B	src/spicelib/parser/inpgmod.c	398	NPgetMod	strcmp		strcmp(modtmp->INPmodName, name)
B	src/spicelib/parser/inplkmod.c	24	NPlookMod	strcmp		strcmp(i->INPmodName, name)
B	src/spicelib/parser/inppname.c	31	INPpName	strcmp		strcmp(parm, ft_sim->devices[dev]->instanceParms[i].keyword)
B	src/spicelib/parser/inpptree.c	990	PT_mkbnode	strcmp		strcmp(ops[i].name, opstr)
B	src/spicelib/parser/inpptree.c	1213	PT_mkfnode	strcmp		strcmp(funcs[i].name, buf)
B	src/spicelib/parser/inpptree.c	1361	PT_mksnode	strcmp		strcmp(ft_sim->specSigs[i], buf)
B	src/spicelib/parser/inpptree.c	1365	PT_mksnode	strcmp		strcmp(buf, values[i].sValue)
B	src/spicelib/parser/inpptree.c	1386	PT_mksnode	strcmp		strcmp(constants[i].name, buf)
B	src/spicelib/parser/inpsymt.c	51	INPtermInsert	strcmp		strcmp(*token, t->t_ent)
B	src/spicelib/parser/inpsymt.c	88	INPmkTerm	strcmp		strcmp(*token, t->t_ent)
B	src/spicelib/parser/inpsymt.c	117	INPgndInsert	strcmp		strcmp(*token, t->t_ent)
B	src/spicelib/parser/inpsymt.c	149	INPretrieve	strcmp		strcmp(*token, t->t_ent)
B	src/spicelib/parser/inpsymt.c	166	INPinsert	strcmp		strcmp(*token, t->t_ent)
B	src/spicelib/parser/inpsymt.c	192	INPinsertNofree	strcmp		strcmp(*token, t->t_ent)
B	src/spicelib/parser/inpsymt.c	296	INPtermSearch	strcmp		strcmp(*token, t->t_ent)
B	src/xspice/cm/cm.c	840	cm_get_node_name	strcmp		strcmp(port_name, conn->name)
B	src/xspice/cm/cm.c	868	cm_get_neg_node_name	strcmp		strcmp(port_name, conn->name)
B	src/xspice/cmpp/pp_lst.c	1056	test_for_duplicates	strcmp		strcmp(p_key_i_val, p_key_j_val)
B	src/xspice/cmpp/pp_lst.c	1081	cmpr_ks	strcmp		strcmp(ks1->key, ks2->key)
B	src/xspice/cmpp/pp_lst.c	1095	cmpr_ks	strcmp		strcmp(ks1->src, ks2->src)
B	src/xspice/evt/evtcheck_nodes.c	558	find_bridge	strcmp		strcmp(family, bridge->family)
B	src/xspice/evt/evtcheck_nodes.c	720	Evtcheck_nodes	strcmp		strcmp(event_node->name, analog_node->name)
B	src/xspice/evt/evtprint.c	341	get_index	strcmp		strcmp(node_name, node->name)
B	src/xspice/evt/evtprint.c	481	et_vcdval	eq		eq(xspiceval, map[i])
B	src/xspice/evt/evtprint.c	915	VTprintvcd	eq		eq(old_node_value[i], node_value[i])
B	src/xspice/evt/evtsetup.c	671	EVTswitch_plot	eq		eq(jobs->job_plot[i], plottypename)
B	src/xspice/evt/evtshared.c	253	get_index	strcmp		strcmp(node_name, node->name)
B	src/xspice/evt/evttermi.c	270	EVTnode_insert	strcmp		strcmp(type_name, g_evt_udn_info[i]->name)
B	src/xspice/evt/evttermi.c	304	EVTnode_insert	strcmp		strcmp(node_name, node->name)
B	src/xspice/mif/mif_inp2.c	531	IF_INP2A	strcmp		strcmp(next_token, model)
B	src/xspice/mif/mif_inp2.c	757	IFget_port_type	strcmp		strcmp(temp, conn_info->allowed_type_str[i])
B	src/xspice/mif/mifgetmod.c	134	MIFgetMod	strcmp		strcmp(modtmp->INPmodName, name)
B	src/xspice/mif/mifgetmod.c	206	MIFgetMod	strcmp		strcmp(parm, device->modelParms[j].keyword)
